price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,mainroad_yes,mainroad_no,guestroom_yes,guestroom_no,basement_yes,basement_no,hotwaterheating_yes,hotwaterheating_no,airconditioning_yes,airconditioning_no,prefarea_yes,prefarea_no,furnished,semi-furnished,unfurnished
2380000,-1.0901193217,0.6000000000,0.3333333333,0.3333333333,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
5460000,-0.9226954157,0.4000000000,0.3333333333,0.0000000000,1,1,1,0,1,0.0000000000,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0
5565000,-0.3461668139,0.6000000000,0.0000000000,0.3333333333,1,0,0,0,1,0.6666666667,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
7350000,-0.0002496528,0.4000000000,0.3333333333,1.0000000000,1,0,0,0,1,0.6666666667,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
8960000,1.5448470002,0.4000000000,0.3333333333,1.0000000000,1,0,0,0,1,0.6666666667,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
3430000,-0.5998393987,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
5110000,0.4379120847,0.4000000000,0.0000000000,0.0000000000,1,0,1,0,1,0.0000000000,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0
5652500,0.6961968983,0.6000000000,0.3333333333,0.3333333333,1,1,1,0,0,0.3333333333,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
8120000,0.7792170170,0.8000000000,0.0000000000,0.3333333333,1,1,1,0,1,0.3333333333,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0
6230000,0.1611783558,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,0,0.3333333333,1,-1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1
4550000,1.4987247121,0.6000000000,0.0000000000,1.0000000000,1,0,0,0,0,1.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
6405000,-0.1616776613,0.4000000000,0.3333333333,1.0000000000,1,1,0,0,1,0.0000000000,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0
4907000,-0.4384113902,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.3333333333,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
3885000,-0.9088587293,0.6000000000,0.3333333333,0.3333333333,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
4340000,0.5993400932,0.6000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3143000,-0.3000445257,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,1,0.0000000000,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
3773000,-1.2132658311,0.8000000000,0.3333333333,0.0000000000,0,0,1,0,1,0.3333333333,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0
9100000,0.6685235254,0.6000000000,0.3333333333,0.3333333333,1,1,1,0,1,0.3333333333,1,-1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
6293000,0.6685235254,0.4000000000,0.3333333333,0.6666666667,1,0,0,0,1,0.0000000000,1,-1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1
3010000,-0.9503687886,0.4000000000,0.0000000000,0.3333333333,0,0,0,0,0,0.0000000000,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2940000,-0.7704918648,0.4000000000,0.0000000000,0.3333333333,0,0,0,0,0,0.3333333333,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4480000,-0.5122070512,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.3333333333,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
8680000,0.9245022246,0.4000000000,0.3333333333,0.0000000000,1,1,1,0,1,0.6666666667,0,-1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1
4200000,-0.7520429496,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
4200000,0.8530126780,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,1.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
4515000,-0.7520429496,0.2000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
3675000,-0.7013084326,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,1,0.0000000000,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
5460000,0.6685235254,0.6000000000,0.3333333333,0.3333333333,1,1,1,0,0,0.0000000000,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
4585000,-0.6044516275,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.3333333333,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
6107500,-0.8811853564,0.6000000000,0.0000000000,0.6666666667,1,0,0,0,0,0.3333333333,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3500000,1.0485711798,0.4000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
10150000,5.0962631877,0.8000000000,0.6666666667,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3255000,-0.5629415682,0.2000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5215000,-0.9088587293,0.4000000000,0.3333333333,0.3333333333,1,0,0,0,0,0.6666666667,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
8400000,1.7178055808,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.3333333333,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
4970000,-0.3415545851,0.6000000000,0.6666666667,0.3333333333,1,0,1,0,0,0.6666666667,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
10150000,1.5817448308,0.6000000000,0.6666666667,1.0000000000,1,0,0,0,1,0.6666666667,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
3500000,-0.6920839750,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3080000,-0.9503687886,0.2000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.0000000000,0,-1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
3003000,1.3372967036,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
4900000,3.5742276788,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.6666666667,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
5285000,-0.2539222376,0.2000000000,0.3333333333,0.0000000000,1,0,0,0,1,0.6666666667,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
5460000,0.4379120847,0.4000000000,0.0000000000,0.6666666667,1,1,0,0,1,0.0000000000,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0
2940000,-0.0878820002,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
6930000,1.7201116952,0.4000000000,0.3333333333,0.3333333333,1,0,1,0,1,0.3333333333,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
4410000,-0.5454150987,0.4000000000,0.0000000000,0.3333333333,0,0,0,0,0,0.0000000000,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3360000,-0.9457565598,0.4000000000,0.0000000000,0.3333333333,0,0,1,0,0,0.0000000000,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
4795000,1.3603578476,0.6000000000,0.0000000000,1.0000000000,1,0,1,0,1,0.6666666667,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0
3640000,-0.9918788480,0.2000000000,0.0000000000,0.3333333333,1,0,0,0,1,0.0000000000,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
7070000,0.5024832881,0.6000000000,0.3333333333,0.3333333333,1,0,0,0,1,0.3333333333,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
2450000,-0.8811853564,0.2000000000,0.0000000000,0.0000000000,0,1,0,0,0,0.3333333333,0,-1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1
1890000,-0.6925451979,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3990000,-0.5491048817,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
2100000,-0.9918788480,0.6000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
6615000,2.4672927632,0.4000000000,0.3333333333,0.0000000000,1,0,1,0,1,0.3333333333,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0
2520000,-0.9088587293,0.4000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4830000,-0.1547593181,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,1,0.0000000000,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
4900000,-0.4753092207,0.2000000000,0.0000000000,0.0000000000,1,0,1,0,0,0.3333333333,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
3087000,1.3603578476,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.3333333333,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
4060000,-0.3830646444,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.6666666667,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
4900000,0.1150560676,0.6000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
2940000,0.6754418686,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1750000,-0.5998393987,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3920000,0.9729306272,0.4000000000,0.3333333333,0.0000000000,1,1,1,0,0,1.0000000000,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0
3045000,-0.6229005428,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
7140000,0.3917897965,0.4000000000,0.3333333333,0.3333333333,1,1,0,0,0,0.3333333333,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
4620000,0.2441984744,0.4000000000,0.0000000000,0.3333333333,1,1,0,0,1,0.3333333333,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0
