price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,mainroad_yes,mainroad_no,guestroom_yes,guestroom_no,basement_yes,basement_no,hotwaterheating_yes,hotwaterheating_no,airconditioning_yes,airconditioning_no,prefarea_yes,prefarea_no,furnished,semi-furnished,unfurnished
3850000,-1.3719265023,0.2000000000,0.0000000000,0.3333333333,1,1,0,0,0,0.0000000000,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0
4900000,-0.2908200681,0.4000000000,0.0000000000,0.3333333333,1,0,1,0,1,0.0000000000,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0
8400000,0.8530126780,0.4000000000,0.0000000000,1.0000000000,1,0,0,0,1,0.6666666667,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
7700000,0.6131767796,0.4000000000,0.3333333333,1.0000000000,1,0,0,0,1,0.6666666667,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
5425000,0.7722986737,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,1,0.0000000000,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0
2940000,-0.7151451191,0.4000000000,0.0000000000,0.3333333333,0,0,0,0,0,0.3333333333,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
3325000,-0.1732082333,0.6000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
4935000,0.3678062067,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,1,0.0000000000,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
2870000,-0.9734299327,0.2000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
3290000,0.3364430507,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.3333333333,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
9240000,-0.7612674072,0.6000000000,0.3333333333,0.3333333333,1,0,0,1,0,0.6666666667,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0
3990000,-0.5075948224,0.2000000000,0.0000000000,0.3333333333,1,1,1,0,0,0.0000000000,1,-1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
3465000,-1.3862244116,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,0,0.0000000000,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
3430000,-1.3862244116,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,0,0.0000000000,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
3920000,-0.9918788480,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
6650000,0.2534229321,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,1,0.6666666667,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0
3143000,-0.3000445257,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,1,0.0000000000,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
3773000,1.4295412799,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.6666666667,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
5810000,-0.1616776613,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,1,0.0000000000,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
3290000,-0.9088587293,0.6000000000,0.0000000000,0.3333333333,1,0,1,0,1,0.0000000000,0,-1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1
2450000,-0.7612674072,0.2000000000,0.0000000000,0.0000000000,1,1,0,0,0,0.0000000000,0,-1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1
8400000,1.2911744154,0.8000000000,0.3333333333,0.3333333333,1,0,1,1,0,0.6666666667,0,-1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1
2590000,-0.3461668139,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
7910000,0.3917897965,0.6000000000,0.3333333333,1.0000000000,1,0,0,0,1,0.3333333333,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
4130000,0.3848714533,0.4000000000,0.0000000000,0.0000000000,1,0,1,0,0,0.0000000000,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
6405000,-0.1616776613,0.4000000000,0.3333333333,1.0000000000,1,1,0,0,1,0.0000000000,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0
2660000,-1.0841234243,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
5250000,0.1611783558,0.4000000000,0.3333333333,0.0000000000,1,0,1,0,0,0.0000000000,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
3640000,-0.7520429496,0.2000000000,0.3333333333,0.0000000000,1,0,1,0,0,0.0000000000,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
4900000,0.7238702712,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3703000,0.1381172117,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
4123000,0.4194631694,0.2000000000,0.0000000000,0.0000000000,1,0,1,0,0,0.3333333333,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
4613000,-0.2954322969,0.6000000000,0.3333333333,0.3333333333,1,0,1,0,0,0.0000000000,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
3500000,-0.7151451191,1.0000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.3333333333,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3500000,-0.6966962038,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.3333333333,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1750000,-1.0333889073,0.4000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
2800000,-1.1533068565,0.4000000000,0.0000000000,0.3333333333,1,0,1,0,0,0.3333333333,0,-1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1
4025000,0.1150560676,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,1.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
4200000,-1.3862244116,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,0,0.3333333333,1,-1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1
4893000,-0.7981652377,0.6000000000,0.3333333333,0.3333333333,1,0,1,0,1,0.6666666667,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0
4403000,-0.1247798308,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.6666666667,1,-1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1
5250000,-0.4107380173,0.6000000000,0.0000000000,0.3333333333,1,0,1,0,1,0.0000000000,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
2940000,0.3226063643,0.4000000000,0.0000000000,0.3333333333,1,0,1,0,0,0.3333333333,0,-1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1
11410000,1.0467262882,0.6000000000,0.0000000000,0.3333333333,1,1,1,0,1,0.6666666667,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0
7210000,0.3917897965,0.4000000000,0.3333333333,1.0000000000,1,1,0,0,1,0.3333333333,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0
3780000,1.4987247121,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.3333333333,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
3500000,-0.6920839750,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
5229000,0.8922166229,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.6666666667,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
5243000,0.4148509406,0.4000000000,0.0000000000,0.0000000000,1,0,1,0,0,0.0000000000,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0
3500000,-1.3908366405,0.4000000000,0.3333333333,0.3333333333,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1890000,-0.6925451979,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
4515000,-0.7843285513,0.4000000000,0.0000000000,0.3333333333,1,0,1,0,0,0.3333333333,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
8750000,-0.3830646444,0.4000000000,0.0000000000,0.3333333333,1,0,1,1,0,0.6666666667,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0
5040000,0.6685235254,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.0000000000,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
5250000,1.5540714579,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,1,0.6666666667,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
5950000,-0.6690228309,0.6000000000,0.0000000000,0.3333333333,1,1,0,0,1,0.0000000000,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0
5390000,0.7192580424,0.4000000000,0.3333333333,0.3333333333,1,1,1,0,0,0.3333333333,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
5600000,-0.0694330850,0.4000000000,0.0000000000,1.0000000000,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
4690000,-0.3830646444,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
3080000,-1.3793060684,0.4000000000,0.0000000000,0.3333333333,0,0,1,0,0,0.0000000000,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
3220000,-0.3830646444,0.4000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.3333333333,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
5873000,2.9100667295,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,0,0.6666666667,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
6615000,-0.5306559665,0.4000000000,0.3333333333,0.3333333333,1,0,1,0,1,0.3333333333,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0
4340000,-0.4960642504,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.6666666667,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
4900000,-1.0057155344,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3360000,-0.1847388053,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
8680000,0.9245022246,0.4000000000,0.3333333333,0.0000000000,1,1,1,0,1,0.6666666667,0,-1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1
3780000,-0.7981652377,0.2000000000,0.0000000000,0.3333333333,1,0,0,1,0,0.3333333333,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0
7980000,1.7754584410,0.6000000000,0.3333333333,1.0000000000,1,0,0,0,1,0.6666666667,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
4690000,0.0089748049,0.4000000000,0.0000000000,1.0000000000,1,0,0,0,1,0.0000000000,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
2730000,0.7607681017,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
5652500,0.6961968983,0.6000000000,0.3333333333,0.3333333333,1,1,1,0,0,0.3333333333,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
4200000,0.3226063643,0.2000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.6666666667,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
4200000,-0.4942193588,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
5600000,0.5578300339,0.4000000000,0.0000000000,0.6666666667,1,0,0,0,0,0.0000000000,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
2800000,-0.5491048817,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0
12250000,1.7570095257,0.6000000000,1.0000000000,1.0000000000,1,0,0,0,1,1.0000000000,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0
3850000,-1.4461833862,0.4000000000,0.0000000000,0.3333333333,1,0,1,0,0,0.0000000000,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0
3290000,-1.2224902887,0.2000000000,0.0000000000,0.0000000000,0,0,0,0,1,0.0000000000,0,-1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1
2408000,-0.6990023182,0.2000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
2695000,-0.5306559665,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3045000,-0.6229005428,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
4655000,-0.6482678012,0.4000000000,0.0000000000,0.3333333333,1,0,1,0,0,0.0000000000,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0
6475000,1.0421140594,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,1,0.6666666667,1,-1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
4200000,-1.1717557717,0.6000000000,0.6666666667,0.3333333333,0,0,0,0,0,0.0000000000,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
8043000,1.0753221069,0.4000000000,0.3333333333,0.6666666667,1,0,0,1,0,0.3333333333,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0
4193000,-0.7843285513,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.3333333333,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
9800000,0.2764840761,0.4000000000,0.3333333333,1.0000000000,1,1,0,0,1,0.3333333333,1,-1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1
3150000,1.7754584410,0.4000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.6666666667,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
2520000,-1.0472255937,0.4000000000,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
4620000,-0.4568603054,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,1,0.0000000000,0,-1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1
3500000,-0.2539222376,0.6000000000,0.0000000000,0.3333333333,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3780000,0.3133819067,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.6666666667,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3850000,-0.9088587293,0.2000000000,0.3333333333,0.0000000000,1,0,1,0,0,0.6666666667,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
7140000,0.3917897965,0.4000000000,0.3333333333,0.3333333333,1,1,0,0,0,0.3333333333,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
6650000,0.6224012373,0.4000000000,0.3333333333,0.6666666667,1,0,0,0,1,0.0000000000,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0
5523000,0.8068903899,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,0,0.0000000000,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
4550000,-0.6413494580,0.4000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.6666666667,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3850000,-0.5998393987,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.0000000000,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3990000,-0.3000445257,0.4000000000,0.3333333333,0.3333333333,0,0,1,0,1,0.0000000000,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
6300000,0.9452572543,0.4000000000,0.3333333333,0.0000000000,1,0,1,0,1,1.0000000000,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0
6020000,1.3142355595,0.4000000000,0.0000000000,0.0000000000,1,1,1,0,1,0.6666666667,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0
5250000,-0.6229005428,0.4000000000,0.0000000000,0.3333333333,1,1,1,0,0,0.3333333333,1,-1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
3325000,-0.5122070512,0.2000000000,0.0000000000,0.0000000000,1,0,0,0,0,0.3333333333,0,-1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
6650000,-0.4107380173,0.6000000000,0.3333333333,0.3333333333,1,0,0,1,0,0.0000000000,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0
3360000,-0.6597983733,0.2000000000,0.0000000000,0.0000000000,0,0,0,0,1,0.0000000000,0,-1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1
4900000,-0.4753092207,0.2000000000,0.0000000000,0.0000000000,1,0,1,0,0,0.3333333333,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
